etichetta,velocita,torque,rep,file_path,num_samples,h_acc_mean,a_acc_mean,a_acc_max,a_acc_kurtosis,v_acc_mean,v_acc_skewness
0,100,300,2,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V100_300N_2.txt,246784,-2.6139719546680018e-08,4.312564204481484e-05,0.3551457404,-0.5573103084962265,-0.00012562208749211903,-0.3393493578587677
0,100,300,4,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V100_300N_4.txt,246784,-8.425039975051487e-06,0.00014155366771786499,0.3323090571,-0.5581284521993046,1.2613675232176377e-05,-0.3277654326056312
0,100,300,5,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V100_300N_5.txt,246784,4.393035039544823e-05,8.08617116654398e-05,0.3130038196,-0.5538607230110562,0.0001287213053681256,-0.3248258444859848
0,100,400,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V100_400N_1.txt,246784,0.0001185331750523449,-0.00013800291307330137,0.3040574901,-0.3918074669626299,6.153170686060528e-05,-0.2862047845315057
0,100,500,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V100_500N_1.txt,246784,-8.295346692471389e-05,-5.299944929854276e-05,0.2864002607,-0.26078570742721885,4.1798181800968933e-07,-0.2549964297419859
0,100,500,2,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V100_500N_2.txt,246784,-2.187846163109038e-05,2.2672074087165675e-05,0.2730984812,-0.243869358457653,2.0469389341480586e-06,-0.2468431255417525
0,100,500,3,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V100_500N_3.txt,246784,-0.00027145368385180695,0.00018606975168498086,0.2660355894,-0.23682929934856034,-0.00033318179261505323,-0.24641517640660768
0,100,500,5,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V100_500N_5.txt,246784,-8.778730856468975e-05,0.00022918156080184936,0.2679190272,-0.21291469702336752,0.00024405986856372252,-0.25055270849861144
0,200,50,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_50N_1.txt,246784,-8.995992327019424e-05,-3.847255069273373e-05,0.2871065498,-0.28785656166596496,2.2291223577730325e-05,-0.18604252541687882
0,200,50,2,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_50N_2.txt,246784,-0.00024272459895041822,6.43385868154653e-05,0.2763944973,-0.3010065486597089,-6.0946727730328115e-05,-0.18629850797228714
0,200,50,3,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_50N_3.txt,246784,0.00027859586575508505,-9.775880097799291e-05,0.2926391484,-0.3065735925317816,0.0003195910361762761,-0.1840538535163684
0,200,100,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_100N_1.txt,246784,6.998312783558131e-05,-0.00018350923974268073,0.3283067517,-0.20903903838103188,0.00022251915672581892,-0.1907888979829764
0,200,100,2,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_100N_2.txt,246784,-4.352769785957363e-06,-0.00012370783429744837,0.387164183,-0.3350533341568558,-5.578445707783083e-05,-0.20918172339271618
0,200,100,3,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_100N_3.txt,246784,-0.00012574171172728183,-0.00020840411296541418,0.348671423,-0.3274405163736165,-0.00013183028914514556,-0.2106077110363278
0,200,100,4,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_100N_4.txt,246784,-0.0002135063993198215,-0.00010762593035646323,0.3691538091,-0.3400537832765682,-0.0001651897294909828,-0.21037441409510488
0,200,100,5,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_100N_5.txt,246784,4.167529498396491e-05,-0.00019359244811172768,0.3703309577,-0.33098802955699336,4.153059394547052e-05,-0.2107418075849331
0,200,200,3,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_200N_3.txt,246784,4.787393273802314e-05,5.414710050058067e-05,0.4194180554,-0.07336463070706856,-8.138242453772418e-05,-0.198531629592249
0,200,200,5,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_200N_5.txt,246784,-8.014344461334203e-05,-0.0001120147661109006,0.4055277016,-0.05311659956369219,0.0002515874474542057,-0.19494690405195333
0,200,300,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_300N_1.txt,246784,-0.00012937614128255722,0.00023574358819318994,0.4866332419,0.0586604509819173,0.00016189226324258782,-0.1866395806568246
0,200,300,2,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_300N_2.txt,246784,7.837750396230465e-05,-0.00029155063312911734,0.4819246474,0.03190404698515481,-0.00027004359017941606,-0.19295782056470773
0,200,300,3,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_300N_3.txt,246784,-7.951005834254707e-06,-3.2835417647861655e-05,0.5021716038,0.04263907383383758,-0.00013060564161418046,-0.18330519025198702
0,200,400,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_400N_1.txt,246784,-0.0001846214812881908,-0.00017607144855845877,0.527715729,0.10420616039622299,-0.0003011876293579381,-0.17703263010827328
0,200,400,2,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_400N_2.txt,246784,6.164103121697562e-05,-0.00018077653237983141,0.6103515625,0.10384653968406177,1.6537625863835974e-05,-0.18445403706106486
0,200,400,4,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_400N_4.txt,246784,-0.000269363007191969,-0.00011735425396210005,0.5244197128,0.10415474235292299,-0.00047538642931877704,-0.1887047134663768
0,200,500,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_500N_1.txt,246784,0.0001993627878661433,0.00037520419959420956,0.7304207223,0.09634430498615565,0.00011116558132390534,-0.1502908071083842
0,200,500,2,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_500N_2.txt,246784,8.655522178380763e-05,-0.0001365256579978252,0.5991686506,0.09248219697355164,6.125777264379745e-05,-0.15106520735188164
0,200,500,3,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_500N_3.txt,246784,0.00016362875475362302,0.0004059928294589843,0.5826885698,0.10092900447864617,0.00010988526789920135,-0.15067850390519352
0,200,500,4,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_500N_4.txt,246784,-6.9968047280406e-05,-0.00018380974691412728,0.6023469518,0.09376975188690473,2.0762367231643866e-05,-0.14681058046705525
0,200,500,5,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_500N_5.txt,246784,-0.0001345975547693112,-0.00019748950139930946,0.5879857386,0.08126422242246001,-0.00010575134964043494,-0.14951381608724637
0,300,50,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_50N_1.txt,123904,-0.0003459065830008886,0.00018465816021016675,0.3942270748,-0.10503989765247557,8.175123771534659e-05,-0.1382610840781353
0,300,50,3,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_50N_3.txt,123904,0.00030299528372834607,-0.000347843314722247,0.4122374488,-0.09982863221588056,-0.00010064997492197355,-0.13431814141144016
0,300,50,4,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_50N_4.txt,123904,-0.0005934322616489838,-0.00017343713243428226,0.3781001386,-0.09620085862427885,-0.0006127754091165079,-0.1356894816194653
0,300,50,5,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_50N_5.txt,123904,-4.944125781568392e-05,0.00010153647942115345,0.4065871354,-0.10231666768407388,-0.0005751150653317902,-0.1313782212404406
0,300,100,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_100N_1.txt,123904,3.062632663292707e-05,0.0005930547437115523,0.5492575488,-0.02901492751657786,0.0004460946158542112,-0.05798191668644239
0,300,100,2,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_100N_2.txt,123904,-0.0006960473265224512,-0.00017685825862341566,0.5547901474,-0.005353598402020765,-0.0005345623356472623,-0.07256978909931383
0,300,100,3,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_100N_3.txt,123904,-0.000425426500151063,-0.0008048596021083749,0.4982870133,0.00029850001077891264,-0.0011617393760960922,-0.06782496877437827
0,300,100,4,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_100N_4.txt,123904,0.0002955582195536448,0.00013762598806611558,0.4966390052,-0.03365063714416072,0.0002034259605749241,-0.06399395094441876
0,300,200,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_200N_1.txt,123904,0.0008901228613534423,0.00030917252303110863,0.656142644,-0.1332470962357153,0.0008339301201629627,-0.04366036670808031
0,300,200,2,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_200N_2.txt,123904,0.0004724307878793551,0.00032944941730869714,0.7457236545,-0.11400193713365692,0.000613252934923357,-0.043270720611577294
0,300,200,3,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_200N_3.txt,123904,-0.00017650311787618557,0.000284625158846151,0.6674432709,-0.12087397494772523,4.2351961312465234e-05,-0.03656235196595642
0,300,200,4,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_200N_4.txt,123904,-5.5258347609552604e-05,-0.0002341680602461605,0.6566135035,-0.11930505442972583,0.000129626352790479,-0.035111720621805266
0,300,200,5,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_200N_5.txt,123904,0.00044319615726274935,-0.00041040118658531135,0.6826284881,-0.06622246157768519,0.0007599068244620448,-0.03900218516223178
0,300,300,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_300N_1.txt,123904,-0.00010753105633255018,0.0005071769708464949,0.5944600561,-0.09773618808216922,-0.0003765373040226684,-0.002917483105930469
0,300,300,2,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_300N_2.txt,123904,-0.0004278003932511371,-0.0004145186986799378,0.5959903493,-0.11072413721266017,-0.00017663491920269817,0.0033094633945724835
0,300,300,3,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_300N_3.txt,123904,5.611439096733197e-05,0.00018844125511905993,0.6858067894,-0.0860606707188265,4.66983206422496e-05,-0.0064549997694777535
0,300,300,5,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_300N_5.txt,123904,8.212909712415092e-05,-8.393017256744902e-05,0.6415460011,-0.06362271494104244,-0.00018684191010265042,-0.008876549317585055
0,300,500,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_500N_1.txt,123904,0.00010404380632977531,-5.088937090455377e-05,1.009169517,-0.22118753596170126,2.198952488232338e-05,-0.04228454565926984
0,300,500,2,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_500N_2.txt,123904,-0.000607820798122637,0.0006977681866663441,1.060140052,-0.19389618058786917,9.775856146799361e-05,-0.050784910719744884
0,300,500,4,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_500N_4.txt,123904,-0.0003808812092157493,-0.0005039496545523898,1.019763855,-0.2164202085101703,-0.0001793794765205388,-0.0412645789089054
0,300,500,5,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_500N_5.txt,123904,-0.00033458077934582736,-4.217552192792976e-05,0.9804470905,-0.2471097165352285,-0.0002636836776795998,-0.03320649718144351
0,400,50,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V400_50N_1.txt,123904,-0.0003379639026801927,0.00035866532209079597,0.6985199946,0.10084917595373044,-0.00024861389939630365,0.03522487654444924
0,400,50,3,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V400_50N_3.txt,123904,-6.219480166697841e-05,-0.00044192951045455826,0.731597871,0.16647301580444296,-0.00035578195457364246,0.047321138285580676
0,400,100,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V400_100N_1.txt,123904,-0.0005101357417167161,-0.00042639431019629717,0.7676186189,0.010229637253896584,-0.0005373068928280769,-0.041987728089787034
0,400,100,2,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V400_100N_2.txt,123904,-5.635368262429364e-05,-0.0002494419968116477,0.7339521682,0.027417958051493052,0.00014578636809222442,-0.04129251339911272
0,400,100,3,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V400_100N_3.txt,123904,9.217233668921072e-06,0.00012044720324491922,0.7945753224,0.01400891684388883,7.61969619356227e-05,-0.04466358861457593
0,400,100,5,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V400_100N_5.txt,123904,0.00021397078268541449,-0.00021944230179272788,0.6800387611,0.019908304772584984,0.00012754897005463835,-0.016432200354806647
0,400,200,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V400_200N_1.txt,123904,0.0005563070142155757,-0.0004413927327376452,0.9273576874,0.13320925035092035,0.00053547848484469,-0.05543451165725847
0,400,200,3,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V400_200N_3.txt,123904,6.621470098817621e-05,0.0012989886009471972,0.9964563118,0.1247152096740014,0.0019013323921457433,-0.05608648098222706
0,400,200,4,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V400_200N_4.txt,123904,-7.154920252209775e-05,-4.163779452637211e-05,0.9231199524,0.12097076397420414,0.0001752869546103274,-0.06319904793460075
0,400,300,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V400_300N_1.txt,123904,2.4029286286136053e-05,0.0002340227027644023,0.86520424,0.05722113176580512,-0.00034343241956830383,-0.16559645840592868
0,400,300,2,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V400_300N_2.txt,123904,0.00010519020347301055,-0.00018799568219502594,0.8719139872,0.05430949368327109,-4.9497340956283806e-05,-0.16187786980558674
0,400,300,3,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V400_300N_3.txt,123904,0.00017750533947041662,-2.134189923879202e-05,0.8969872529,0.06785511306413827,-3.5644232517231615e-06,-0.1641870663693049
0,400,300,4,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V400_300N_4.txt,123904,7.394412146677431e-05,0.00027002670705129694,0.8176474355,0.008751274900449246,-7.782307794151022e-05,-0.16029515439144806
0,400,300,5,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V400_300N_5.txt,123904,0.00022666525446304888,-7.167264123085613e-05,0.8528441794,0.06447716916609991,-2.686690077633238e-05,-0.15250449960743553
0,400,400,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V400_400N_1.txt,123904,-0.00046771403912995317,0.00020055437893628361,1.030475907,-0.07330856333463043,-0.000441818280622654,-0.12567645732201235
0,400,400,2,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V400_400N_2.txt,123904,0.0008765593304299708,-5.7973885780248455e-05,1.037185654,-0.04907494634048826,0.00023503213389854002,-0.15291986903232288
0,400,400,3,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V400_400N_3.txt,123904,-8.003754789651016e-05,1.8692212667803943e-05,1.055431458,-0.02815311680769872,0.00041360730542644414,-0.14215068307360873
0,400,400,4,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V400_400N_4.txt,123904,0.0007241665978017472,0.00040208065800925545,1.1135826,-0.042467206517918576,0.0010160492912093856,-0.14639837501007785
0,400,400,5,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V400_400N_5.txt,123904,-0.00025018992574223667,0.0006654256709260461,1.016467838,-0.07375411351805727,-4.371354165310403e-05,-0.14359182157378883
0,400,500,2,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V400_500N_2.txt,123904,-0.00015528926297375147,0.00044282730670898766,1.131475259,-0.1361184340647661,-0.0002738011932690744,-0.12091054510902563
0,400,500,3,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V400_500N_3.txt,123904,0.0002194264318698243,-0.00017319201979574663,1.132299263,-0.1332902191701999,0.00037595765975679727,-0.13375093036566701
0,400,500,4,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V400_500N_4.txt,123904,1.0849222895370605e-05,-0.0006362857701953587,1.098279668,-0.15005327673618662,-0.0004114696239845145,-0.1141169491617871
0,400,500,5,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V400_500N_5.txt,123904,0.0002435328121710517,-0.0009726068913949703,1.218701972,-0.13585727233417133,0.00029147256296202295,-0.11786707501952466
0,500,50,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V500_50N_1.txt,123904,8.442990131968942e-05,-0.00039876688738755,1.201280173,0.31668598208949383,5.6561998656838366e-05,0.2313274159863029
0,500,50,3,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V500_50N_3.txt,123904,-6.502625250456002e-05,-0.0003459821688251042,1.25107356,0.2483967155127873,-0.0004028158073801807,0.26366576183044266
0,500,50,4,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V500_50N_4.txt,123904,8.53039662076125e-06,0.00038593932677251586,1.168790871,0.2848018942508501,0.0005339622676862726,0.2628589820100599
0,500,50,5,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V500_50N_5.txt,123904,-0.00012865279909920826,0.0005592900048147986,1.194805855,0.3365887482639698,-0.0003271858465057374,0.2823284491597839
0,500,100,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V500_100N_1.txt,123904,-0.001977108654733097,0.0002689227501179397,1.120174632,-0.05867951360556978,-0.0012864689019744318,-0.07194986611062666
0,500,100,3,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V500_100N_3.txt,123904,-0.00018869297468710695,-0.00024352224202967782,0.9247679605,-0.07916125911084615,-0.00039989327226573303,-0.0711876029114266
0,500,100,4,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V500_100N_4.txt,123904,0.00019646544757076365,0.00029971193591176473,0.9597292747,-0.04210680999970684,-0.0002092301837009556,-0.08341266321014518
0,500,100,5,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V500_100N_5.txt,123904,0.0006004578242201487,0.0003926390718758675,0.9497235113,-0.08168212606888492,0.0006369638865265389,-0.0838261740378316
0,500,200,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V500_200N_1.txt,123904,7.768067544083707e-05,-0.0003915740669056959,1.464019746,-0.3300428713173007,0.00036796615490055533,-0.17953956773652197
0,500,200,5,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V500_200N_5.txt,123904,-0.0005496799374561694,-0.0003891533423987718,1.206930486,-0.34587240831376453,-0.0014080308081200275,-0.20383833730337997
0,500,300,2,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V500_300N_2.txt,123904,0.0002457835553459355,0.0007615772730101538,1.225764864,-0.4529846204308079,0.0006115149747685175,-0.15918726897344668
0,500,300,5,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V500_300N_5.txt,123904,6.169919757945496e-05,-1.3875464552982855e-05,1.208813924,-0.45427419327565755,0.0002284848769018812,-0.16559463451268092
0,500,400,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V500_400N_1.txt,123904,-0.0003377756732900957,0.00011550314864069716,1.4604883,-0.6278332202879491,-5.836706534107763e-05,-0.08120786556607226
0,500,400,3,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V500_400N_3.txt,123904,-0.0001533098506470978,-0.00027691741183915615,1.48179469,-0.6234160809770719,-0.00045667604136369523,-0.07029256341052928
