etichetta,velocita,torque,rep,file_path,num_samples,h_acc_mean,h_acc_std,h_acc_rms,h_acc_max,h_acc_kurtosis,h_acc_skewness,a_acc_mean,a_acc_std,a_acc_rms,a_acc_max,a_acc_kurtosis,a_acc_skewness,v_acc_mean,v_acc_std,v_acc_rms,v_acc_max,v_acc_kurtosis,v_acc_skewness,tach_mean,tach_std
0,100,200,2,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V100_200N_2.txt,246784,0.00016340606430134618,0.06983161215869599,0.06983180334363696,0.3060441676,-0.6274742155886979,-0.25559749559116784,0.00012376888972291672,0.06874347234695083,0.06874358376644367,0.3122975304,-0.6713924524527886,-0.28945187549574186,-7.601116300369148e-05,0.10990868728106312,0.10990871356513746,0.5174431608,-0.796465235995671,-0.3014975233171202,4.457339211618257e-05,0.006676181942465157
0,100,200,4,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V100_200N_4.txt,246784,-0.00010943855550074197,0.06869750179652277,0.06869758896701311,0.4061567105,-0.6169202217467786,-0.2561959709244805,-0.00010277106992261534,0.06760350689517147,0.06760358501158285,0.4197712,-0.6538314115848327,-0.28920087786168824,-6.081000464773819e-05,0.10806820593687819,0.1080682230457787,0.5720313657,-0.7874609307460414,-0.3016980786672224,4.457339211618257e-05,0.006676181942465157
0,100,200,5,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V100_200N_5.txt,246784,0.00010156245003227681,0.06874407873114333,0.06874415375524591,0.2927702617,-0.6331185545102707,-0.2519913929502883,-0.00010211138513595488,0.06766600049720403,0.06766607754275838,0.2948757308,-0.6760786199675741,-0.28791174577293166,0.0001024177494620667,0.10831487365881001,0.1083149220796441,0.4959934909,-0.7953471294159082,-0.3015581327656862,4.457339211618257e-05,0.006676181942465157
0,100,300,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V100_300N_1.txt,246784,-8.824173788206603e-05,0.06764104391907491,0.0676411014773305,0.3143558657,-0.46436015549889165,-0.23334259254486997,-0.0001478132799516314,0.06476213868486656,0.06476230736936123,0.3576177525,-0.5569021802951686,-0.29392286191483147,-0.00026541942237148856,0.10354735717271661,0.1035476973424514,0.5358802366,-0.6456592467787603,-0.32735058024563674,4.457339211618257e-05,0.006676181942465157
0,100,300,2,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V100_300N_2.txt,246784,-2.6139719546680018e-08,0.06973505917552601,0.06973505917553093,0.3098898787,-0.4709297257643219,-0.24388532009596034,4.312564204481484e-05,0.066908371514752,0.06690838541301887,0.3551457404,-0.5573103084962265,-0.3033685265239209,-0.00012562208749211903,0.10731194786605876,0.10731202139423422,0.5028622054,-0.6280422040950415,-0.3393493578587677,4.457339211618257e-05,0.006676181942465157
0,100,300,4,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V100_300N_4.txt,246784,-8.425039975051487e-06,0.06802710257654818,0.06802710309826156,0.3110063754,-0.4614123847625291,-0.23445336321264104,0.00014155366771786499,0.06511676096705174,0.0651169148246521,0.3323090571,-0.5581284521993046,-0.290501664491806,1.2613675232176377e-05,0.10411803077860149,0.1041180315426613,0.5297345447,-0.6438324208332671,-0.3277654326056312,4.457339211618257e-05,0.006676181942465157
0,100,300,5,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V100_300N_5.txt,246784,4.393035039544823e-05,0.06746373019494281,0.06746374449800221,0.3052998364,-0.4501979009086581,-0.23157040515999566,8.08617116654398e-05,0.06443984654059992,0.06443989727484427,0.3130038196,-0.5538607230110562,-0.2872394744748956,0.0001287213053681256,0.10284756853485184,0.10284764908691645,0.4785204452,-0.6490078316185164,-0.3248258444859848,4.457339211618257e-05,0.006676181942465157
0,100,400,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V100_400N_1.txt,246784,0.0001185331750523449,0.06395198124913148,0.06395209109796843,0.31708508,-0.2584574815260381,-0.14639681355212616,-0.00013800291307330137,0.05928989205456698,0.059290052661860757,0.3040574901,-0.3918074669626299,-0.21492077055267586,6.153170686060528e-05,0.09054934640861086,0.0905493673151699,0.4446588876,-0.5920143035463536,-0.2862047845315057,4.457339211618257e-05,0.006676181942465157
0,100,500,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V100_500N_1.txt,246784,-8.295346692471389e-05,0.06147580112040535,0.06147585708774874,0.2914056545,-0.07438671150040044,-0.08046685797064754,-5.299944929854276e-05,0.05549497942323979,0.055495004731303824,0.2864002607,-0.26078570742721885,-0.1711791763608546,4.1798181800968933e-07,0.08268245346322527,0.08268245346428177,0.4222451876,-0.4593900373472217,-0.2549964297419859,4.457339211618257e-05,0.006676181942465157
0,100,500,2,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V100_500N_2.txt,246784,-2.187846163109038e-05,0.06124634300815771,0.061246346915877284,0.2804887973,-0.07252234917813238,-0.071223215180528,2.2672074087165675e-05,0.05503024715464239,0.055030251825009584,0.2730984812,-0.243869358457653,-0.1757233086975567,2.0469389341480586e-06,0.0820546697925735,0.08205466981810501,0.3910347128,-0.47785801507804004,-0.2468431255417525,4.457339211618257e-05,0.006676181942465157
0,100,500,3,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V100_500N_3.txt,246784,-0.00027145368385180695,0.06149829862330189,0.06149889771909161,0.3151001969,-0.07081446307778538,-0.07365248570118213,0.00018606975168498086,0.055083907926501294,0.05508422219118433,0.2660355894,-0.23682929934856034,-0.1736017118449682,-0.00033318179261505323,0.08214746013566664,0.08214813580871978,0.4187505784,-0.4734761308460418,-0.24641517640660768,4.457339211618257e-05,0.006676181942465157
0,100,500,5,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V100_500N_5.txt,246784,-8.778730856468975e-05,0.06126144964929949,0.06126151254862388,0.2737898168,-0.052830829670069246,-0.074918077687367,0.00022918156080184936,0.05429775309526848,0.054298236761266466,0.2679190272,-0.21291469702336752,-0.1799170806364768,0.00024405986856372252,0.08109085931290906,0.08109122658663791,0.3983854424,-0.4641684994947224,-0.25055270849861144,4.457339211618257e-05,0.006676181942465157
0,200,50,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_50N_1.txt,246784,-8.995992327019424e-05,0.05755549320093734,0.05755556350511164,0.2281375048,-0.5408595071683355,-0.1482034521924351,-3.847255069273373e-05,0.06703079761750426,0.06703080865822798,0.2871065498,-0.28785656166596496,-0.09709286157116374,2.2291223577730325e-05,0.08833393153081383,0.08833393434342861,0.3299393047,-0.807711052312571,-0.18604252541687882,8.509465767634854e-05,0.009224284068456665
0,200,50,2,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_50N_2.txt,246784,-0.00024272459895041822,0.05755503920588043,0.057555551020048175,0.2359529821,-0.5586520149980916,-0.14536265102801663,6.43385868154653e-05,0.06721478415955984,0.06721481495228539,0.2763944973,-0.3010065486597089,-0.08973701515480147,-6.0946727730328115e-05,0.08858009413375882,0.08858011510067705,0.3057180482,-0.8168341301348323,-0.18629850797228714,8.509465767634854e-05,0.009224284068456665
0,200,50,3,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_50N_3.txt,246784,0.00027859586575508505,0.05813973904838751,0.058140406536857064,0.233968099,-0.5766356101940695,-0.1434137938943224,-9.775880097799291e-05,0.06766289279565144,0.06766296341617759,0.2926391484,-0.3065735925317816,-0.09711780335238443,0.0003195910361762761,0.0896281077087407,0.08962867749710485,0.2919806191,-0.835109667282738,-0.1840538535163684,8.509465767634854e-05,0.009224284068456667
0,200,100,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_100N_1.txt,246784,6.998312783558131e-05,0.06575696921525419,0.06575700645569314,0.2672148914,-0.46610310493987805,-0.13889403719427154,-0.00018350923974268073,0.07805178309963363,0.07805199882561194,0.3283067517,-0.20903903838103188,-0.07353513231889619,0.00022251915672581892,0.0984096329697611,0.09840988454427836,0.3723566294,-0.7336510909139045,-0.1907888979829764,9.319891078838174e-05,0.009653508416705796
0,200,100,2,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_100N_2.txt,246784,-4.352769785957363e-06,0.07481982894974,0.07481982907635487,0.296119752,-0.5820681895612325,-0.1630767012000083,-0.00012370783429744837,0.08550834939401157,0.08550843888012821,0.387164183,-0.3350533341568558,-0.10568975512562713,-5.578445707783083e-05,0.11503111045661983,0.1150311239829844,0.4171840295,-0.8403720380111439,-0.20918172339271618,8.509465767634854e-05,0.009224284068456665
0,200,100,3,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_100N_3.txt,246784,-0.00012574171172728183,0.07488466116126395,0.0748847667300592,0.3057960572,-0.5799069522322138,-0.1653781003341633,-0.00020840411296541418,0.08601164795787883,0.08601190043653482,0.348671423,-0.3274405163736165,-0.10185924378886273,-0.00013183028914514556,0.11536308236362572,0.11536315768763365,0.5296140409,-0.8319397359516763,-0.2106077110363278,8.509465767634854e-05,0.009224284068456665
0,200,100,4,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_100N_4.txt,246784,-0.0002135063993198215,0.07500358826285869,0.0750038921475878,0.2940108136,-0.5910783702084261,-0.1673669470549113,-0.00010762593035646323,0.08578986840221825,0.08578993591215003,0.3691538091,-0.3400537832765682,-0.10301269293167485,-0.0001651897294909828,0.11542470503659645,0.11542482324193537,0.4735797908,-0.8407782177379315,-0.21037441409510488,9.319891078838174e-05,0.009653508416705796
0,200,100,5,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_100N_5.txt,246784,4.167529498396491e-05,0.07467563441150911,0.07467564604067096,0.3033149533,-0.6010059074913698,-0.16525619104405742,-0.00019359244811172768,0.08580047065052124,0.08580068905251824,0.3703309577,-0.33098802955699336,-0.10370220775855069,4.153059394547052e-05,0.11512000273369277,0.11512001022496335,0.4034466004,-0.8388108799778595,-0.2107418075849331,9.319891078838174e-05,0.009653508416705796
0,200,200,3,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_200N_3.txt,246784,4.787393273802314e-05,0.08112417534701334,0.08112418947297038,0.3585195154,-0.2065708845024843,-0.1754618694508739,5.414710050058067e-05,0.09535443792921242,0.09535445330295024,0.4194180554,-0.07336463070706856,-0.07009212915619788,-8.138242453772418e-05,0.11054276142512592,0.11054279138230286,0.483702107,-0.6319983089710042,-0.198531629592249,8.914678423236514e-05,0.00944133661529056
0,200,200,5,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_200N_5.txt,246784,-8.014344461334203e-05,0.07896575349201751,0.07896579416135692,0.3612487297,-0.16378312357319125,-0.17483018899537953,-0.0001120147661109006,0.09311338563988879,0.09311345301636319,0.4055277016,-0.05311659956369219,-0.06661024832916844,0.0002515874474542057,0.10606966886604449,0.10606996723670675,0.4073027209,-0.6020546738491226,-0.19494690405195333,8.509465767634854e-05,0.009224284068456665
0,200,300,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_300N_1.txt,246784,-0.00012937614128255722,0.09572901035502387,0.09572909777981926,0.4475911458,0.054781390637152594,-0.20152013091846505,0.00023574358819318994,0.10824902411157426,0.10824928081122555,0.4866332419,0.0586604509819173,-0.07061306700652172,0.00016189226324258782,0.11113686344732036,0.11113698136090087,0.5374467855,-0.4205763071438424,-0.1866395806568246,8.509465767634854e-05,0.009224284068456665
0,200,300,2,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_300N_2.txt,246784,7.837750396230465e-05,0.09696677886182577,0.09696681053778837,0.4464746491,0.048097569397734574,-0.2037978622732537,-0.00029155063312911734,0.10910230094363615,0.10910269049371529,0.4819246474,0.03190404698515481,-0.07526394488345407,-0.00027004359017941606,0.11381887787656222,0.11381919822516928,0.4802074978,-0.4320890527624752,-0.19295782056470773,9.319891078838174e-05,0.009653508416705796
0,200,300,3,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_300N_3.txt,246784,-7.951005834254707e-06,0.09566400731135635,0.09566400764177578,0.4437454348,0.08568257278328728,-0.20628184346371603,-3.2835417647861655e-05,0.10810322272866006,0.1081032277153968,0.5021716038,0.04263907383383758,-0.06827215310117817,-0.00013060564161418046,0.11053203502737931,0.11053211218974976,0.4994881,-0.40078447253896643,-0.18330519025198702,8.509465767634854e-05,0.009224284068456665
0,200,400,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_400N_1.txt,246784,-0.0001846214812881908,0.11539203862757046,0.11539218632003669,0.5148290619,0.11730026903302493,-0.16770314055814703,-0.00017607144855845877,0.12132864856056617,0.12132877631744407,0.527715729,0.10420616039622299,-0.0936892019155222,-0.0003011876293579381,0.11833605616820632,0.11833643945730732,0.5770925238,-0.2759672221895406,-0.17703263010827328,8.509465767634854e-05,0.009224284068456665
0,200,400,2,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_400N_2.txt,246784,6.164103121697562e-05,0.1167478142396831,0.11674783051243515,0.5485720751,0.12166960982707842,-0.16990606209367973,-0.00018077653237983141,0.12311959907958696,0.12311973179662505,0.6103515625,0.10384653968406177,-0.09782072091888804,1.6537625863835974e-05,0.12113931143819835,0.12113931256703533,0.5649216436,-0.28298534536450104,-0.18445403706106486,8.509465767634854e-05,0.009224284068456665
0,200,400,4,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_400N_4.txt,246784,-0.000269363007191969,0.11638663086356452,0.11638694256746016,0.5439820328,0.11764561898297332,-0.17153210979550174,-0.00011735425396210005,0.12268895114844144,0.12268900727418727,0.5244197128,0.10415474235292299,-0.09918435266365845,-0.00047538642931877704,0.12128386965859528,0.12128480132160134,0.5440744925,-0.29970862877047333,-0.1887047134663768,8.509465767634854e-05,0.009224284068456665
0,200,500,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_500N_1.txt,246784,0.0001993627878661433,0.1346975946641819,0.13469774220022185,0.6210203093,0.15845016759024322,-0.07012357592299244,0.00037520419959420956,0.1342302852797151,0.13423080966925993,0.7304207223,0.09634430498615565,-0.11152452847486768,0.00011116558132390534,0.12401701345096856,0.12401706327390674,0.5353982216,-0.19271153023399057,-0.1502908071083842,8.509465767634854e-05,0.009224284068456665
0,200,500,2,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_500N_2.txt,246784,8.655522178380763e-05,0.13500348072212504,0.135003508468838,0.5457188056,0.14297745975062615,-0.07745001047446147,-0.0001365256579978252,0.13306382381039616,0.13306389384915593,0.5991686506,0.09248219697355164,-0.12330652976500688,6.125777264379745e-05,0.12274356620053282,0.12274358148652537,0.6545764437,-0.17786575990635578,-0.15106520735188164,8.914678423236514e-05,0.00944133661529056
0,200,500,3,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_500N_3.txt,246784,0.00016362875475362302,0.13497397487665788,0.13497407406007292,0.5706538999,0.15406586019522628,-0.07894272447490126,0.0004059928294589843,0.1336905076973332,0.1336911241576952,0.5826885698,0.10092900447864617,-0.1168293983061547,0.00010988526789920135,0.12250237869167212,0.1225024279754893,0.6405980072,-0.1735567410024288,-0.15067850390519352,8.509465767634854e-05,0.009224284068456665
0,200,500,4,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_500N_4.txt,246784,-6.9968047280406e-05,0.13463235649486918,0.13463237467596412,0.5532861725,0.14651402991934415,-0.07964153647926617,-0.00018380974691412728,0.13303354536294548,0.1330336723459814,0.6023469518,0.09376975188690473,-0.11769366672225412,2.0762367231643866e-05,0.12176006539484711,0.12176006716503299,0.5270834619,-0.18178434747010552,-0.14681058046705525,8.509465767634854e-05,0.009224284068456665
0,200,500,5,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V200_500N_5.txt,246784,-0.0001345975547693112,0.13469254175843992,0.1346926090097405,0.5979460429,0.14270504462458922,-0.08751304725324327,-0.00019748950139930946,0.13302938099582157,0.13302952758780517,0.5879857386,0.08126422242246001,-0.11847864863013989,-0.00010575134964043494,0.12116019538448929,0.12116024153556136,0.5838407345,-0.1728013218091684,-0.14951381608724637,8.509465767634854e-05,0.009224284068456665
0,300,50,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_50N_1.txt,123904,-0.0003459065830008886,0.07185899200976519,0.07185982454768212,0.2895448266,-0.2747468727965212,-0.1103863085579187,0.00018465816021016675,0.08957139919070974,0.08957158953383383,0.3942270748,-0.10503989765247557,-0.052457792310148334,8.175123771534659e-05,0.104055704471653,0.10405573658552829,0.4271858419,-0.49976538769108236,-0.1382610840781353,0.0001372029958677686,0.011712564672423095
0,300,50,3,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_50N_3.txt,123904,0.00030299528372834607,0.07152075776705441,0.07152139957883678,0.3127431482,-0.23962428196367114,-0.12308783890830223,-0.000347843314722247,0.08967988796085549,0.08968056255200002,0.4122374488,-0.09982863221588056,-0.050979964855482694,-0.00010064997492197355,0.10300698850941818,0.1030070376828538,0.4120023677,-0.4955903782484903,-0.13431814141144016,0.0001372029958677686,0.011712564672423093
0,300,50,4,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_50N_4.txt,123904,-0.0005934322616489838,0.07091716015901316,0.07091964302552776,0.2793723006,-0.2604693912237792,-0.09613513377659527,-0.00017343713243428226,0.08934193631479499,0.08934210465909,0.3781001386,-0.09620085862427885,-0.05331116734862362,-0.0006127754091165079,0.10229560797424281,0.10229744329416052,0.4117613601,-0.48752751583073906,-0.1356894816194653,0.00012913223140495868,0.011362902634088307
0,300,50,5,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_50N_5.txt,123904,-4.944125781568392e-05,0.07148127344946838,0.07148129054791642,0.3312273723,-0.2487465037991159,-0.12150210908965509,0.00010153647942115345,0.08986481018216731,0.08986486754418334,0.4065871354,-0.10231666768407388,-0.05574476990003069,-0.0005751150653317902,0.10296752354801021,0.10296912966005108,0.4453819102,-0.5018190535111686,-0.1313782212404406,0.0001372029958677686,0.011712564672423095
0,300,100,1,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_100N_1.txt,123904,3.062632663292707e-05,0.08610504257016995,0.08610504801684198,0.3567827426,-0.12569786998202215,-0.03103987396317093,0.0005930547437115523,0.1183435013822823,0.11834498736045938,0.5492575488,-0.02901492751657786,0.018182760548331997,0.0004460946158542112,0.11489460781714936,0.11489547382670413,0.4518891134,-0.20712059519684622,-0.05798191668644239,0.0001372029958677686,0.011712564672423093
0,300,100,2,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_100N_2.txt,123904,-0.0006960473265224512,0.08529332766427765,0.0852961677094967,0.3689401518,-0.14099758000761486,-0.006482064212431337,-0.00017685825862341566,0.11723203135941476,0.1172321647650441,0.5547901474,-0.005353598402020765,0.015575428641478296,-0.0005345623356472623,0.11391108320780481,0.1139123374989124,0.4640599935,-0.19093611829487145,-0.07256978909931383,0.0001372029958677686,0.011712564672423093
0,300,100,3,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_100N_3.txt,123904,-0.000425426500151063,0.085131376717342,0.08513243970130911,0.368443931,-0.14477429298798583,-0.014880526009944743,-0.0008048596021083749,0.1167429117837758,0.11674568621895014,0.4982870133,0.00029850001077891264,0.009800354829293341,-0.0011617393760960922,0.11305675250706465,0.11306272120297496,0.4603243769,-0.19985333417540518,-0.06782496877437827,0.00012913223140495868,0.011362902634088307
0,300,100,4,../B - PHM America 2023 - Dataset/Data_Challenge_PHM2023_training_data/Pitting_degradation_level_0 (Healthy)/V300_100N_4.txt,123904,0.0002955582195536448,0.085617900259494,0.08561841040048461,0.3528129764,-0.16764160290440122,-0.005902560375634862,0.00013762598806611558,0.11635730061012572,0.11635738200126262,0.4966390052,-0.03365063714416072,0.020594731552522904,0.0002034259605749241,0.11296568102712584,0.11296586418933717,0.4629754596,-0.24683643749569262,-0.06399395094441876,0.0001372029958677686,0.011712564672423093
